post_id,post_date,post_type,reach,click,likes,comments,share,reaction
5699,2024-02-23,short,794,40,8.0,229,95,210
5700,2024-03-04,article,8435,253,169.0,57,1,196
5701,2024-01-06,short,1375,41,69.0,246,31,129
5702,2024-03-09,short,4148,207,249.0,234,8,481
5703,2024-02-19,promo,1993,40,60.0,39,95,253
5704,2024-03-02,article,4095,369,205.0,171,29,310
5705,2024-01-04,promo,1798,126,162.0,140,1,86
5706,2024-01-17,article,8290,497,663.0,97,99,119
5707,2024-01-09,short,30270,2422,908.0,153,93,237
5708,2024-01-07,short,271,5,8.0,71,87,262
5709,2024-02-05,promo,4806,240,0.0,115,33,94
5710,2024-03-07,short,4948,198,0.0,64,4,214
5711,2024-01-30,short,4768,429,477.0,231,40,404
5712,2024-02-17,promo,2377,95,0.0,113,66,105
5713,2024-03-12,short,2603,78,104.0,169,61,464
5714,2024-01-13,promo,157527,15753,6301.0,286,56,309
5715,2024-02-10,article,7217,72,72.0,249,10,429
5716,2024-02-21,short,291,0,9.0,173,22,191
5717,2024-02-02,promo,1059,64,106.0,203,44,374
5718,2024-01-31,short,7240,724,434.0,198,35,222
5719,2024-03-01,short,1965,98,138.0,58,13,33
5720,2024-02-09,promo,880681,88068,88068.0,186,17,345
5721,2024-02-24,short,6471,194,129.0,68,79,250
5722,2024-01-09,short,1332,120,13.0,40,42,188
5723,2024-02-19,promo,2822,169,0.0,25,100,324
5724,2024-02-15,promo,348117,0,27849.0,50,27,138
5725,2024-01-09,promo,729,15,7.0,130,37,401
5726,2024-01-17,article,90,5,9.0,58,37,226
5727,2024-03-18,article,3153,95,95.0,46,98,321
5728,2024-02-06,promo,3610,180,253.0,104,21,306
5729,2024-01-23,promo,450990,27059,36079.0,211,49,240
5730,2024-01-14,article,6743,135,202.0,66,49,180
5731,2024-02-19,article,457,46,32.0,159,10,137
5732,2024-02-10,article,3051,275,305.0,117,21,252
5733,2024-01-29,article,935,47,28.0,261,77,266
5734,2024-01-23,article,4151,83,83.0,239,97,225
5735,2024-02-15,promo,1782,18,107.0,84,57,145
5736,2024-01-16,promo,805719,72515,24172.0,160,46,47
5737,2024-03-06,short,5790,232,116.0,153,96,122
5738,2024-03-14,promo,4401,264,264.0,245,56,338
5739,2024-01-09,short,1791,107,72.0,236,67,313
5740,2024-03-09,article,6062,242,182.0,31,29,325
5741,2024-03-06,article,4182,84,125.0,174,80,233
5742,2024-03-25,article,670,7,20.0,256,91,392
5743,2024-01-31,promo,1258,63,0.0,251,88,322
5744,2024-03-14,short,1214,36,0.0,255,30,281
5745,2024-02-25,article,897531,0,71802.0,19,17,168
5746,2024-03-01,promo,446244,0,35700.0,258,69,168
5747,2024-02-09,short,665499,39930,66550.0,159,22,329
5748,2024-01-17,article,89301,2679,5358.0,122,8,483
5749,2024-03-02,short,9623,481,962.0,253,60,11
5750,2024-01-11,promo,7612,457,76.0,3,47,110
5751,2024-02-12,promo,742,45,15.0,250,94,138
5752,2024-02-09,short,457418,41168,36593.0,64,3,495
5753,2024-03-16,article,629175,31459,56626.0,213,81,258
5754,2024-03-27,article,3014,121,30.0,299,1,281
5755,2024-01-03,promo,836,17,0.0,187,86,20
5756,2024-01-17,short,2720,190,136.0,127,53,138
5757,2024-02-18,promo,116,8,8.0,215,14,348
5758,2024-01-10,article,581,41,58.0,146,48,148
5759,2024-03-25,promo,178314,7133,12482.0,21,66,484
5760,2024-01-09,promo,2763,221,55.0,165,69,303
5761,2024-03-17,promo,571319,22853,45706.0,68,41,59
5762,2024-03-16,short,805626,48338,48338.0,102,51,87
5763,2024-03-30,article,232,9,23.0,71,1,461
5764,2024-03-26,article,1196,108,0.0,190,4,495
5765,2024-02-01,short,7258,581,508.0,1,5,361
5766,2024-03-30,promo,4438,399,89.0,95,31,252
5767,2024-02-21,article,7813,625,547.0,240,65,208
5768,2024-03-23,short,852710,76744,34108.0,27,10,426
5769,2024-01-05,article,8357,501,334.0,285,77,54
5770,2024-01-21,short,2870,57,144.0,111,84,142
5771,2024-03-15,article,2233,67,179.0,272,21,24
5772,2024-01-31,promo,4186,293,167.0,236,73,80
5773,2024-01-26,promo,3431,34,103.0,32,76,123
5774,2024-01-05,promo,3334,233,67.0,78,44,320
5775,2024-01-01,article,6419,449,321.0,237,57,13
5776,2024-02-16,article,4153,374,291.0,51,89,330
5777,2024-03-10,article,9242,924,92.0,218,9,479
5778,2024-01-22,short,2492,150,50.0,232,7,314
5779,2024-02-26,short,6605,0,0.0,50,40,292
5780,2024-02-02,article,3135,0,63.0,248,50,92
5781,2024-03-16,short,973,88,49.0,72,97,80
5782,2024-01-18,promo,567912,22716,34075.0,24,82,301
5783,2024-03-16,promo,480,38,14.0,193,31,47
5784,2024-01-10,short,6813,613,341.0,142,7,498
5785,2024-02-18,short,3400,272,136.0,295,21,115
5786,2024-03-29,short,3886,389,233.0,164,68,467
5787,2024-02-19,short,726208,36310,65359.0,163,25,487
5788,2024-01-06,article,104,1,2.0,97,60,247
5789,2024-03-04,short,9634,674,482.0,174,14,117
5790,2024-02-06,short,526,53,0.0,151,76,492
5791,2024-03-19,promo,601,60,60.0,189,63,284
5792,2024-03-21,article,785,55,71.0,214,32,294
5793,2024-03-17,promo,746518,37326,22396.0,160,78,387
5794,2024-03-19,promo,736121,66251,58890.0,112,85,281
5795,2024-02-14,short,5055,51,455.0,6,24,333
5796,2024-02-21,short,5843,467,117.0,184,59,117
5797,2024-03-11,short,478511,43066,43066.0,54,54,493
5798,2024-01-27,short,2020,101,101.0,222,66,95
5799,2024-02-14,short,3204,32,64.0,144,39,35
5800,2024-03-22,short,1620,113,81.0,286,13,419
5801,2024-02-02,promo,4299,0,86.0,205,75,31
5802,2024-02-03,promo,1149,115,46.0,151,17,242
5803,2024-02-22,promo,1907,19,172.0,57,46,267
5804,2024-01-05,promo,1163,0,81.0,263,3,79
5805,2024-02-16,short,1472,132,74.0,245,43,401
5806,2024-02-22,promo,4405,0,396.0,179,47,228
5807,2024-02-26,promo,3822,191,115.0,236,37,63
5808,2024-01-26,article,3628,290,363.0,205,19,473
5809,2024-01-14,article,2110,148,84.0,266,18,402
5810,2024-02-02,short,234042,4681,14043.0,46,80,115
5811,2024-01-12,short,2976,149,149.0,240,49,339
5812,2024-03-05,short,3046,244,305.0,103,82,218
5813,2024-01-11,article,666,53,67.0,140,86,400
5814,2024-02-22,promo,288801,2888,17328.0,137,92,327
5815,2024-01-18,promo,784018,47041,39201.0,85,12,275
5816,2024-02-18,promo,549970,5500,54997.0,174,71,315
5817,2024-03-17,promo,3951,158,79.0,238,75,35
5818,2024-02-19,promo,997,100,40.0,217,81,264
5819,2024-01-31,short,883,62,62.0,47,38,170
5820,2024-03-13,promo,7256,435,363.0,155,32,141
5821,2024-01-11,article,445,18,40.0,137,12,69
5822,2024-02-04,article,998691,39948,99869.0,37,75,193
5823,2024-02-08,article,640386,57635,0.0,172,70,423
5824,2024-01-18,article,180357,10821,16232.0,87,32,450
5825,2024-01-25,short,7188,144,288.0,196,23,290
5826,2024-03-16,promo,3269,262,229.0,184,26,493
5827,2024-03-01,promo,3293,33,231.0,169,18,416
5828,2024-03-12,short,7462,672,522.0,265,1,277
5829,2024-03-12,short,4988,399,0.0,182,14,59
5830,2024-03-02,promo,3319,199,199.0,196,63,383
5831,2024-02-01,short,480720,14422,48072.0,1,32,381
5832,2024-02-29,article,4956,297,0.0,161,45,467
5833,2024-01-26,article,2489,0,50.0,286,97,248
5834,2024-02-01,short,887,9,62.0,222,17,51
5835,2024-02-15,promo,219,22,4.0,167,76,281
5836,2024-03-13,promo,1821,164,146.0,166,73,317
5837,2024-02-28,article,177,11,16.0,165,31,352
5838,2024-01-31,article,1573,126,79.0,227,85,392
5839,2024-01-17,promo,662,46,66.0,192,46,221
5840,2024-02-02,article,8185,655,164.0,101,89,432
5841,2024-01-27,promo,4219,422,0.0,28,26,391
5842,2024-02-20,short,989,30,89.0,43,55,463
5843,2024-01-28,article,9923,695,298.0,237,42,120
5844,2024-02-19,article,2974,238,268.0,130,65,292
5845,2024-02-16,promo,839,42,25.0,81,68,303
5846,2024-02-22,short,3906,312,273.0,186,20,73
5847,2024-02-16,short,882,71,53.0,106,45,218
5848,2024-01-31,promo,1677,168,17.0,166,56,331
5849,2024-01-24,promo,7185,575,718.0,207,12,10
5850,2024-02-11,article,1875,94,112.0,103,79,61
5851,2024-01-17,promo,205,14,6.0,151,48,331
5852,2024-02-20,short,2446,171,220.0,271,50,197
5853,2024-01-05,article,1508,60,15.0,31,98,376
5854,2024-03-09,article,510,36,41.0,122,91,348
5855,2024-02-03,article,205,6,8.0,182,45,408
5856,2024-03-27,article,8786,527,703.0,230,85,227
5857,2024-03-10,promo,762,38,61.0,108,34,265
5858,2024-01-28,article,2274,205,45.0,78,2,394
5859,2024-01-23,short,4981,349,149.0,111,14,160
5860,2024-03-05,article,6468,65,582.0,24,86,264
5861,2024-03-14,article,433,35,26.0,64,63,327
5862,2024-01-25,promo,383,27,15.0,290,48,120
5863,2024-03-15,article,689576,34479,55166.0,3,82,419
5864,2024-02-11,promo,2673,53,53.0,106,18,169
5865,2024-03-07,short,813011,32520,81301.0,225,71,280
5866,2024-03-28,article,9276,93,186.0,205,35,121
5867,2024-01-14,promo,3102,279,186.0,2,67,256
5868,2024-01-01,short,696,70,63.0,101,67,336
5869,2024-02-04,promo,624,31,37.0,226,31,202
5870,2024-01-11,promo,5318,53,106.0,39,11,440
5871,2024-03-12,article,70,7,2.0,205,57,210
5872,2024-01-13,promo,4843,387,387.0,234,22,79
5873,2024-03-23,promo,2620,52,52.0,25,21,66
5874,2024-03-04,short,7089,71,0.0,236,13,196
5875,2024-03-25,short,278,3,22.0,7,37,207
5876,2024-01-08,article,5561,278,56.0,74,22,472
5877,2024-03-18,promo,9130,639,365.0,160,64,332
5878,2024-03-08,short,614200,36852,61420.0,180,61,148
5879,2024-03-18,article,8277,745,414.0,211,100,479
5880,2024-02-19,promo,6820,273,682.0,94,44,464
5881,2024-03-11,short,4775,334,143.0,258,50,250
5882,2024-03-17,short,1955,196,117.0,276,79,14
5883,2024-03-21,promo,5033,503,352.0,23,62,114
5884,2024-01-24,short,503548,5035,5035.0,123,90,150
5885,2024-01-06,promo,520,52,42.0,215,57,305
5886,2024-02-09,article,3543,71,283.0,257,100,25
5887,2024-03-16,short,338,7,24.0,274,70,108
5888,2024-03-02,promo,7239,72,652.0,224,66,281
5889,2024-01-31,article,782,23,31.0,105,41,72
5890,2024-02-18,article,3216,257,225.0,197,67,277
5891,2024-03-18,promo,2045,102,164.0,80,100,394
5892,2024-02-09,short,987,59,69.0,260,90,248
5893,2024-01-04,short,1434,129,57.0,235,77,206
5894,2024-01-02,article,130976,3929,6549.0,262,65,308
5895,2024-03-09,promo,9484,285,759.0,288,51,264
5896,2024-01-23,short,165282,16528,4958.0,153,46,213
5897,2024-02-09,promo,254,20,25.0,170,58,440
5898,2024-03-29,article,7025,351,492.0,127,100,197
5899,2024-03-25,promo,5342,267,427.0,19,24,143
5900,2024-01-13,promo,928871,83598,74310.0,244,92,406
5901,2024-01-17,article,881915,79372,70553.0,200,74,333
5902,2024-01-27,article,4018,40,402.0,87,30,428
5903,2024-02-05,short,533,5,37.0,118,76,470
5904,2024-03-07,short,3846,38,346.0,104,9,382
5905,2024-01-13,promo,820,49,16.0,10,84,73
5906,2024-01-22,promo,1473,29,15.0,218,13,326
5907,2024-02-18,short,4957,347,50.0,283,32,6
5908,2024-02-14,promo,719912,50394,50394.0,243,89,392
5909,2024-03-11,promo,400,12,16.0,88,58,184
5910,2024-01-06,promo,7155,143,0.0,119,78,95
5911,2024-03-13,article,624,62,50.0,42,93,460
5912,2024-03-25,promo,4692,375,235.0,159,86,486
5913,2024-01-23,article,222,20,22.0,276,51,158
5914,2024-01-24,short,8620,431,690.0,201,69,14
5915,2024-01-13,short,1766,159,0.0,209,23,409
5916,2024-03-30,promo,626839,0,12537.0,189,17,472
5917,2024-02-20,promo,974,49,29.0,281,53,331
5918,2024-01-28,article,124,5,2.0,162,51,54
5919,2024-02-20,short,776,54,70.0,34,68,246
5920,2024-01-24,article,868,87,52.0,1,30,27
5921,2024-03-11,article,8048,80,322.0,4,99,332
5922,2024-02-08,promo,987081,29612,39483.0,149,90,75
5923,2024-03-31,promo,6045,302,363.0,271,58,125
5924,2024-01-07,article,764680,38234,0.0,98,63,116
5925,2024-03-28,promo,3347,234,335.0,273,71,208
5926,2024-01-11,short,5027,352,503.0,69,72,240
5927,2024-02-11,short,4712,283,377.0,189,8,134
5928,2024-03-14,article,112,4,0.0,245,12,53
5929,2024-01-13,short,373,34,37.0,121,53,352
5930,2024-01-06,article,66,5,1.0,299,3,12
5931,2024-01-28,short,436526,17461,4365.0,66,1,435
5932,2024-01-08,promo,4607,415,369.0,84,36,158
5933,2024-02-02,short,8305,581,83.0,35,35,175
5934,2024-02-17,short,7198,0,0.0,255,7,149
5935,2024-01-29,short,2783,83,111.0,61,44,154
5936,2024-01-03,short,4284,428,43.0,49,97,249
5937,2024-02-04,short,827875,57951,24836.0,60,21,258
5938,2024-03-15,short,965,39,58.0,133,11,275
5939,2024-01-11,promo,6056,363,303.0,267,48,346
5940,2024-03-17,promo,135572,1356,8134.0,226,4,97
5941,2024-01-25,promo,283,25,0.0,104,48,466
5942,2024-03-27,short,879,35,44.0,229,33,125
5943,2024-03-04,promo,678,54,7.0,293,61,219
5944,2024-01-15,article,449,40,31.0,257,80,438
5945,2024-03-17,short,1812,54,127.0,245,75,10
5946,2024-03-05,article,215460,17237,8618.0,298,85,100
5947,2024-03-21,article,3818,38,305.0,292,31,430
5948,2024-02-08,article,5016,351,502.0,180,40,345
5949,2024-02-24,promo,2028,162,183.0,132,99,102
5950,2024-01-30,article,7243,724,507.0,261,62,17
5951,2024-02-08,article,132269,2645,6613.0,263,25,496
5952,2024-02-26,short,1522,91,122.0,110,34,171
5953,2024-02-10,short,9418,0,565.0,221,79,279
5954,2024-01-03,promo,4578,137,183.0,97,4,296
5955,2024-03-08,promo,9983,898,0.0,189,50,423
5956,2024-03-22,short,267285,8019,13364.0,138,82,24
5957,2024-01-26,promo,2596,130,26.0,149,28,197
5958,2024-03-09,promo,307,21,31.0,211,56,399
5959,2024-03-04,promo,964015,77121,38561.0,184,77,130
5960,2024-01-17,article,4520,316,362.0,150,41,362
5961,2024-03-02,article,722,58,65.0,145,70,125
5962,2024-03-22,promo,5359,54,161.0,280,60,377
5963,2024-03-30,article,620355,0,6204.0,22,95,8
5964,2024-01-06,short,205851,6176,4117.0,4,18,435
5965,2024-03-02,short,1005,70,40.0,261,19,279
5966,2024-02-26,promo,1778,71,178.0,111,23,298
5967,2024-02-15,promo,803,32,16.0,89,79,37
5968,2024-02-16,promo,852071,68166,8521.0,1,21,368
5969,2024-01-29,short,2104,105,210.0,145,59,197
5970,2024-01-17,article,416,4,12.0,79,27,429
5971,2024-03-17,article,57,6,3.0,42,38,242
5972,2024-03-15,promo,576,17,0.0,268,22,218
5973,2024-03-03,promo,6575,132,592.0,51,26,131
5974,2024-02-02,short,8690,261,174.0,263,100,455
5975,2024-03-08,promo,4388,44,439.0,212,14,328
5976,2024-01-22,short,6571,329,66.0,73,82,419
5977,2024-02-18,short,817244,32690,81724.0,72,63,402
5978,2024-03-18,article,2935,294,29.0,55,37,60
5979,2024-03-27,short,1622,81,0.0,199,18,171
5980,2024-02-08,promo,736080,36804,0.0,47,17,248
5981,2024-03-13,short,9203,828,0.0,170,76,462
5982,2024-02-24,short,7302,292,511.0,190,36,106
5983,2024-01-31,short,9586,671,863.0,28,71,391
5984,2024-02-07,short,8095,0,162.0,267,19,116
5985,2024-03-16,article,1809,18,90.0,137,38,112
5986,2024-03-15,promo,2796,28,168.0,297,33,52
5987,2024-01-12,article,7890,710,473.0,258,48,277
5988,2024-01-24,promo,1871,19,94.0,161,20,215
5989,2024-01-08,promo,9574,287,670.0,22,73,323
5990,2024-03-28,promo,1930,19,39.0,177,55,349
5991,2024-02-13,article,559569,55957,55957.0,189,5,5
5992,2024-02-26,promo,8668,260,693.0,179,92,142
5993,2024-02-13,promo,2046,184,143.0,29,5,435
5994,2024-01-04,short,1229,86,86.0,243,47,200
5995,2024-01-19,promo,3153,189,126.0,193,82,455
5996,2024-03-25,article,4539,318,227.0,156,58,453
5997,2024-03-04,promo,8687,869,347.0,156,82,136
5998,2024-01-20,article,4617,46,369.0,178,57,313
5999,2024-03-06,short,705685,35284,21171.0,136,35,448
6000,2024-01-25,article,2603,52,78.0,124,47,5
6001,2024-03-18,article,4074,0,285.0,9,35,339
6002,2024-03-09,promo,913,73,46.0,195,29,356
6003,2024-02-27,promo,922,9,0.0,26,53,149
6004,2024-02-21,promo,827268,24818,82727.0,83,97,10
6005,2024-02-09,promo,8194,246,164.0,78,94,203
6006,2024-02-02,article,2088,167,167.0,174,73,348
6007,2024-02-07,short,1887,113,57.0,34,36,249
6008,2024-01-18,short,9143,823,0.0,242,43,258
6009,2024-03-24,promo,940,85,56.0,128,76,146
6010,2024-03-30,promo,2672,187,240.0,28,76,118
6011,2024-03-23,article,845963,76137,16919.0,207,23,10
6012,2024-02-05,short,361,0,18.0,16,99,25
6013,2024-03-06,article,1923,173,58.0,178,46,298
6014,2024-03-22,short,5777,289,0.0,251,5,220
6015,2024-01-29,short,1037,10,83.0,56,3,394
6016,2024-03-04,short,165637,14907,9938.0,135,46,306
6017,2024-02-08,article,273,27,25.0,88,14,121
6018,2024-02-25,article,7554,0,151.0,32,1,436
6019,2024-01-20,short,917,92,64.0,300,27,27
6020,2024-01-19,promo,246034,17222,24603.0,152,89,249
6021,2024-01-23,short,5422,217,325.0,282,22,127
6022,2024-03-10,promo,100,4,2.0,165,62,284
6023,2024-03-19,short,899789,35992,8998.0,211,63,220
6024,2024-02-25,short,977,0,49.0,224,51,161
6025,2024-01-18,short,880,53,79.0,281,78,450
6026,2024-02-07,short,724,36,58.0,31,36,199
6027,2024-02-09,article,9995,100,600.0,103,81,81
6028,2024-02-25,promo,4200,0,42.0,189,69,313
6029,2024-02-23,article,704884,21147,70488.0,118,0,143
6030,2024-01-05,short,8983,0,359.0,183,93,480
6031,2024-03-15,promo,116584,11658,3498.0,124,9,302
6032,2024-03-03,short,615,55,12.0,61,83,353
6033,2024-03-01,article,1421,99,85.0,256,97,258
6034,2024-01-21,article,475,24,24.0,71,14,235
6035,2024-03-24,short,8181,327,0.0,152,76,165
6036,2024-01-26,short,3907,39,39.0,257,48,415
6037,2024-02-11,short,618985,6190,0.0,24,88,146
6038,2024-01-05,promo,6729,336,336.0,106,41,159
6039,2024-03-02,promo,4665,327,233.0,15,15,214
6040,2024-01-28,promo,368618,11059,29489.0,58,86,454
6041,2024-03-31,short,4457,446,0.0,146,89,166
6042,2024-01-17,short,464064,37125,4641.0,111,90,420
6043,2024-01-25,promo,6862,618,412.0,183,85,353
6044,2024-02-13,promo,776,70,62.0,254,97,495
6045,2024-02-11,short,2355,188,24.0,180,55,283
6046,2024-01-16,promo,771388,77139,69425.0,64,92,487
6047,2024-01-31,short,9423,471,565.0,274,52,92
6048,2024-03-29,promo,429,4,21.0,83,99,245
6049,2024-03-14,promo,895,9,63.0,178,29,464
6050,2024-02-26,article,2755,220,220.0,111,5,55
6051,2024-03-31,short,4952,198,347.0,58,79,430
6052,2024-01-08,promo,685,48,48.0,275,4,274
6053,2024-01-04,short,799697,71973,55979.0,294,58,491
6054,2024-01-12,promo,4906,0,245.0,145,20,455
6055,2024-02-11,article,1753,35,140.0,94,51,62
6056,2024-03-17,promo,2527,101,51.0,112,12,195
6057,2024-01-11,promo,861582,77542,43079.0,25,68,130
6058,2024-03-06,short,815,16,24.0,133,34,94
6059,2024-03-05,article,7920,792,634.0,102,71,434
6060,2024-01-11,short,393931,27575,3939.0,211,40,473
6061,2024-02-27,article,4271,171,299.0,164,75,114
6062,2024-03-31,article,333455,26676,3335.0,285,16,200
6063,2024-01-18,promo,580,52,29.0,144,92,137
6064,2024-03-09,promo,856,51,34.0,294,90,79
6065,2024-02-02,short,3538,354,354.0,298,64,484
6066,2024-01-17,article,940864,37635,0.0,118,67,3
6067,2024-03-17,short,382,38,15.0,252,43,167
6068,2024-03-22,article,4417,177,309.0,223,15,498
6069,2024-02-26,article,797674,31907,71791.0,96,17,167
6070,2024-02-15,article,841,25,8.0,16,44,364
6071,2024-03-09,short,1890,19,57.0,67,26,107
6072,2024-01-19,short,463,14,0.0,0,71,336
6073,2024-02-06,article,8321,83,333.0,56,95,55
6074,2024-03-08,article,900,36,0.0,138,78,119
6075,2024-03-14,article,123,4,10.0,3,52,480
6076,2024-01-13,promo,758,8,23.0,66,3,130
6077,2024-02-21,short,577,29,17.0,221,76,209
6078,2024-03-27,promo,8112,487,487.0,102,26,330
6079,2024-02-04,promo,6915,622,138.0,91,89,229
6080,2024-03-17,short,369,30,7.0,61,64,176
6081,2024-03-16,article,3002,270,270.0,206,26,255
6082,2024-03-14,short,2912,29,29.0,61,57,80
6083,2024-02-16,promo,3586,72,72.0,176,10,409
6084,2024-03-22,article,5934,178,534.0,282,15,330
6085,2024-01-11,short,233138,9326,18651.0,273,1,410
6086,2024-02-19,short,2263,68,23.0,38,5,208
6087,2024-01-31,promo,9623,0,289.0,105,76,159
6088,2024-01-12,article,644,0,19.0,256,80,202
6089,2024-01-28,promo,383541,11506,15342.0,236,97,316
6090,2024-01-29,article,627,63,31.0,269,58,94
6091,2024-01-04,short,390,20,16.0,251,74,395
6092,2024-02-22,article,240,24,12.0,177,86,69
6093,2024-02-07,article,6420,257,385.0,245,62,278
6094,2024-01-13,promo,7687,0,538.0,269,32,145
6095,2024-01-16,short,402698,16108,40270.0,157,13,489
6096,2024-01-31,article,2537,228,0.0,152,60,344
6097,2024-03-02,short,644,39,6.0,41,46,460
6098,2024-03-09,short,7301,511,146.0,62,30,75
6099,2024-02-13,article,641384,0,19242.0,98,34,283
6100,2024-02-24,promo,81,6,2.0,204,69,124
6101,2024-02-25,article,5194,52,467.0,251,42,215
6102,2024-03-27,promo,106,4,10.0,96,69,84
6103,2024-01-15,short,6110,489,428.0,282,40,200
6104,2024-01-10,article,2631,53,158.0,69,43,457
6105,2024-03-14,promo,448,40,4.0,241,94,46
6106,2024-01-19,short,6163,370,0.0,150,35,25
6107,2024-01-06,promo,5568,56,334.0,280,95,56
6108,2024-03-07,promo,3884,311,388.0,6,86,361
6109,2024-01-08,article,9725,194,875.0,194,14,159
6110,2024-03-13,promo,6171,185,432.0,267,71,423
6111,2024-02-23,promo,668730,33436,40124.0,25,39,477
6112,2024-03-25,short,24906,1245,1245.0,272,36,51
6113,2024-02-03,short,2600,0,156.0,27,65,300
6114,2024-02-09,article,7138,571,71.0,287,42,467
6115,2024-02-01,short,1949,39,19.0,209,35,90
6116,2024-01-20,short,8926,89,268.0,63,41,454
6117,2024-01-08,promo,1982,20,178.0,24,53,201
6118,2024-02-08,promo,937943,65656,46897.0,175,25,495
6119,2024-02-28,short,2508,100,50.0,105,48,88
6120,2024-02-14,article,449850,35988,4498.0,192,13,430
6121,2024-03-16,promo,1224,24,49.0,75,26,487
6122,2024-01-31,short,4054,243,0.0,282,11,161
6123,2024-03-05,promo,4894,392,392.0,20,63,329
6124,2024-02-22,promo,9094,182,0.0,297,100,138
6125,2024-01-05,short,317,10,0.0,254,40,96
6126,2024-02-22,article,613860,30693,24554.0,82,53,430
6127,2024-02-11,article,1050,42,10.0,189,25,351
6128,2024-01-23,article,8051,644,81.0,108,98,91
6129,2024-03-21,article,2438,219,171.0,199,89,27
6130,2024-02-01,short,357647,10729,35765.0,83,83,54
6131,2024-03-12,article,5147,412,463.0,66,1,399
6132,2024-02-21,article,1860,149,0.0,231,88,185
6133,2024-03-14,article,2170,43,43.0,215,44,183
6134,2024-02-18,short,3858,154,193.0,34,27,307
6135,2024-02-10,promo,5727,115,573.0,248,31,497
